year,poll_type,source_file,page,candidate_score,matched_group_types,matched_keywords,likely_table_type,page_text_excerpt,recommended_action
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,158,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 1: A lot 89 17.9 2: Somewhat 231 46.4 3: Very little 93 18.7 4: Don’t like at all 64 12.8 7: Can't say 17 3.3 8: No response 4 .9 Total 498 100.0 b: BSP N (%) 1: A lot 2 .4 2: Somewhat 76 15.3 3: Very little 82 16.5 4: Don’t like at all 227 45.5 7: Can't say 68 13.6 8: No response 43 8.7 Total 498 100.0 c: BJP N (%) 1: A lot 252 50.5 2: Somewhat 17,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,161,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) 8: No response 19 3.9 Total 498 100.0 c: BJP N (%) 1: No 352 70.6 2: Yes 130 26.1 7: Can't say 11 2.2 8: No response 5 1.1 Total 498 100.0 CSDS, LOKNITI, DELHI Page 161",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,163,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) 97: Can’t say 328 53.4 98: No response 37 6.0 Total 615 100.0 JKQ3: How much do you like the following parties - a lot, somewhat, very little or don’t like at all? a: National Conference N (%) 1: A lot 109 17.6 2: Somewhat 124 20.2 3: Very little 93 15.1 4: Don’t like at all 241 39.1 7: Can't say 31 5.1 8: No response 17 2.8 Total 615 100.0 b: BJP ",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,188,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings 8: No response 8 .9 Total 954 100.0 c: BJP N (%) 1: No 499 52.3 2: Yes 318 33.4 7: Can't say 120 12.6 8: No response 16 1.7 Total 954 100.0 CSDS, LOKNITI, DELHI Page 188",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,191,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 2: Somewhat 440 30.6 3: Very little 321 22.3 4: Don’t like at all 300 20.8 7: Can't say 103 7.1 8: No response 63 4.4 Total 1439 100.0 c: BJP N (%) 1: A lot 407 28.3 2: Somewhat 427 29.6 3: Very little 180 12.5 4: Don’t like at all 259 18.0 7: Can't say 97 6.8 8: No response 69 4.8 Total 1439 100.0 d: NCP N (%) 1: A lot 226 15.7 2: Somewhat 424 29.,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,198,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings 4: Don’t like at all 14 3.4 7: Can't say 51 12.6 8: No response 36 8.7 Total 409 100.0 b: BJP N (%) 1: A lot 71 17.3 2: Somewhat 120 29.4 3: Very little 46 11.1 4: Don’t like at all 90 21.9 7: Can't say 51 12.6 8: No response 32 7.7 Total 409 100.0 c: MPP N (%) 1: A lot 18 4.3 2: Somewhat 108 26.4 3: Very little 107 26.2 4: Don’t like at all 51 12.6 7: C,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,202,12,age;caste;electorate,age;all india;congress;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 7: Can't say 16 3.8 8: No response 12 3.0 Total 409 100.0 d: NPF N (%) 1: No 301 73.5 2: Yes 66 16.1 7: Can't say 14 3.4 8: No response 29 7.0 Total 409 100.0 e: NPP N (%) 1: No 383 93.5 2: Yes 1 .1 7: Can't say 14 3.3 8: No response 12 3.0 Total 409 100.0 Q11: Were you or any of your family members contacted by the following parties through a phon,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,203,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings b: BJP N (%) 1: No 338 82.5 2: Yes 26 6.4 7: Can't say 31 7.5 8: No response 14 3.5 Total 409 100.0 c: MPP N (%) 1: No 364 89.0 7: Can't say 31 7.5 8: No response 14 3.5 Total 409 100.0 d: NPF N (%) 1: No 314 76.8 2: Yes 34 8.3 7: Can't say 31 7.5 8: No response 30 7.4 Total 409 100.0 e: NPP N (%) 1: No 362 88.5 2: Yes 2 .5 7: Can't say 31 7.5 8: No resp,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,206,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 1: A lot 111 24.5 2: Somewhat 188 41.5 3: Very little 63 13.9 4: Don’t like at all 62 13.6 7: Can't say 23 5.1 8: No response 7 1.4 Total 453 100.0 c: BJP N (%) 1: A lot 31 6.9 2: Somewhat 99 21.8 3: Very little 71 15.7 4: Don’t like at all 217 47.8 7: Can't say 26 5.7 8: No response 9 2.1 Total 453 100.0 d: NCF N (%) 1: A lot 14 3.2 2: Somewhat 11,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,210,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 1: No 429 94.6 2: Yes 5 1.0 7: Can't say 17 3.8 8: No response 2 .5 Total 453 100.0 b: NPP N (%) 1: No 426 94.0 2: Yes 8 1.8 7: Can't say 17 3.7 8: No response 2 .5 Total 453 100.0 c: BJP N (%) 1: No 434 95.8 7: Can't say 17 3.7 8: No response 2 .5 Total 453 100.0 d: NCP N (%) 1: No 434 95.8 7: Can't say 17 3.7 8: No response 2 .5 Total 453 100.0 C,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,214,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings Total 358 100.0 c: NDPP N (%) 1: A lot 78 21.6 2: Somewhat 158 44.1 3: Very little 40 11.2 4: Don’t like at all 23 6.3 7: Can't say 43 11.9 8: No response 18 4.9 Total 358 100.0 d: NPF N (%) 1: A lot 52 14.5 2: Somewhat 167 46.7 3: Very little 51 14.1 4: Don’t like at all 33 9.3 7: Can't say 33 9.1 8: No response 23 6.3 Total 358 100.0 e: BJP N (%) 1: A ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,218,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings 8: No response 8 2.3 Total 358 100.0 b: NPP N (%) 1: No 345 96.4 2: Yes 1 .4 7: Can't say 5 1.5 8: No response 6 1.8 Total 358 100.0 c: NDPP N (%) 1: No 342 95.5 2: Yes 5 1.4 7: Can't say 5 1.5 8: No response 6 1.6 Total 358 100.0 d: NPF N (%) 1: No 341 95.0 2: Yes 5 1.5 7: Can't say 5 1.5 8: No response 7 2.0 Total 358 100.0 e: BJP N (%) 1: No 340 95.0 ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,235,12,age;caste;electorate,age;all india;congress;india;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings b: AAP N (%) 1: No 499 78.6 2: Yes 93 14.7 7: Can't say 34 5.4 8: No response 8 1.3 Total 635 100.0 c: Congress N (%) 1: No 492 77.5 2: Yes 99 15.6 7: Can't say 36 5.6 8: No response 8 1.3 Total 635 100.0 d: SAD N (%) 1: No 533 84.0 2: Yes 57 8.9 7: Can't say 37 5.8 8: No response 8 1.3 Total 635 100.0 CSDS, LOKNITI, DELHI Page 235",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,254,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 06: Jayant Choudhary (RLD) 1 .1 07: Shivpal Yadav (PSP-L) 26 .9 08: Rajnath Singh (BJP) 11 .4 09: Ajit Singh (RLD) 3 .1 11: Raj Babbar(Cong) 5 .2 12: Mulayam Singh Yadav (SP) 12 .4 13: Priyanka Gandhi (Cong) 39 1.4 25: Other Cong leaders 13 .5 26: Other BJP leaders 44 1.6 27: Other SP leaders 2 .1 31: SBSP leader 1 .0 95: Other leaders 90 3.3 97: C,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,255,12,age;caste;electorate,age;all india;congress;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 3: Very little 290 10.7 4: Don’t like at all 406 15.0 7: Can't say 82 3.0 8: No response 73 2.7 Total 2705 100.0 c: BSP N (%) 1: A lot 641 23.7 2: Somewhat 944 34.9 3: Very little 481 17.8 4: Don’t like at all 448 16.6 7: Can't say 104 3.8 8: No response 87 3.2 Total 2705 100.0 d: Congress N (%) 1: A lot 331 12.2 2: Somewhat 1030 38.1 3: Very littl,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,256,12,age;caste;electorate,age;all india;congress;india;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings 4: Don’t like at all 773 28.6 7: Can't say 440 16.3 8: No response 227 8.4 Total 2705 100.0 UPQ4: Do you support or oppose the Mahagathbandhan of SP-BSP? N (%) 1: Fully support 882 32.6 2: Somewhat support 538 19.9 3: Somewhat oppose 297 11.0 4: Fully oppose 539 19.9 7: Can't say 331 12.2 8: No response 118 4.4 Total 2705 100.0 UPQ5: In your opinion, sho",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,261,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings e: RLD N (%) 1: No 2032 75.1 2: Yes 134 5.0 7: Can't say 393 14.5 8: No response 146 5.4 Total 2705 100.0 Q11: Were you or any of your family members contacted by the following parties through a phone call or recorded voice or SMS or Whatsapp in the last one month? a: SP N (%) 1: No 2074 76.6 2: Yes 255 9.4 7: Can't say 234 8.7 8: No response 142 5.3 Tot,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,262,12,age;caste;electorate,age;all india;congress;india;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) 8: No response 170 6.3 Total 2705 100.0 d: Congress N (%) 1: No 2095 77.4 2: Yes 132 4.9 7: Can't say 304 11.3 8: No response 174 6.4 Total 2705 100.0 e: RLD N (%) 1: No 2097 77.5 2: Yes 79 2.9 7: Can't say 308 11.4 8: No response 221 8.2 Total 2705 100.0 CSDS, LOKNITI, DELHI Page 262",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,282,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Total 648 100.0 d: JVM N (%) 1: No 406 62.6 2: Yes 104 16.1 7: Can't say 119 18.4 8: No response 19 2.9 Total 648 100.0 e: RJD N (%) 1: No 372 57.5 2: Yes 93 14.3 7: Can't say 160 24.7 8: No response 23 3.5 Total 648 100.0 Q11: Were you or any of your family members contacted by the following parties through a phone call or recorded voice or SMS or,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,283,12,age;caste;electorate,age;all india;congress;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 1: No 351 54.2 2: Yes 169 26.1 7: Can't say 108 16.6 8: No response 20 3.1 Total 648 100.0 c: Congress N (%) 1: No 382 58.9 2: Yes 122 18.8 7: Can't say 111 17.2 8: No response 33 5.1 Total 648 100.0 d: JVM N (%) 1: No 428 66.0 2: Yes 57 8.8 7: Can't say 125 19.3 8: No response 39 6.0 Total 648 100.0 e: RJD N (%) 1: No 414 64.0 2: Yes 50 7.7 7: Can,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,296,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings 8: No response 3 .7 Total 443 100.0 Q11: Were you or any of your family members contacted by the following parties through a phone call or recorded voice or SMS or Whatsapp in the last one month? a: SP N (%) 1: No 398 89.9 2: Yes 4 .9 7: Can't say 34 7.7 8: No response 7 1.5 Total 443 100.0 b: BJP N (%) 1: No 321 72.5 2: Yes 77 17.4 7: Can't say 38 8.6 8,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,297,12,age;caste;electorate,age;all india;congress;india;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings d: Congress N (%) 1: No 337 76.2 2: Yes 55 12.4 7: Can't say 45 10.1 8: No response 6 1.3 Total 443 100.0 CSDS, LOKNITI, DELHI Page 297",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,1,12,gender;age;caste;rural_urban,age;city;men;st;town;village,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx Q1: Thinking about the city/town/village in which you live, during last the 3-4 years has it become more difficult to find a new job or less difficult? N (%) 1: More difficult 4629 46.2 2: Less difficult 2083 20.8 3: Remained same 2046 20.4 7: Don’t know 974 9.7 8: No response 278 2.8 Total 10010 100.0 Q2: Overall, how would you rate the economic situation of ",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,54,12,gender;age;caste,age;caste;dalit;men;obc;st,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx N (%) 375: Mahendra, Medara 7 .1 378: Kosti-Sali-Padmashali 14 .1 379: Daoli 2 .0 391: Other Craftsmen 2 .0 399: Other Artisan OBCs 42 .4 400: Kewat (Fishermen & Boatmen) 82 .8 401: Baraba 1 .0 402: Sembadar 1 .0 410: Dhobi (Washermen) 47 .5 420: Nai (Barber) 73 .7 430: Teli (Oil Pressers) 183 1.8 435: Jogi (Mendicants & seek Alms) 40 .4 445: Trader OBCs 27 .3",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,36,11,gender;age;caste;electorate,age;all india;india;men;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 8: No response 798 3.3 Total 24235 100.0 a: (If Yes) From which government did you receive the money - state government or central government? N (%) Valid (%) Valid 1: State government 1855 7.7 40.5 2: Central government 1734 7.2 37.9 3: Both 607 2.5 13.3 7: Can't say 214 .9 4.7 8: No response 165 .7 3.6 Total 4575 18.9 100.0 Missing 9: Not applica,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,57,11,gender;age;caste;electorate,age;all india;india;men;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings B1: (If farmer in Z4) How often do you get the right price for your crop/s where you usually sell it - always, many times, sometimes, rarely or never? N (%) Valid (%) Valid 1: Always 444 1.8 9.4 2: Many times 949 3.9 20.0 3: Sometimes 1361 5.6 28.7 4: Rarely 795 3.3 16.8 5: Never 661 2.7 14.0 8: No response 529 2.2 11.2 Total 4740 19.6 100.0 Missing 9: N",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,107,11,gender;age;caste;electorate,age;all india;india;men;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Total 929 100.0 c: Have Annadata Sukhibhava N (%) 1: Benefited 162 17.5 2: Not benefited 718 77.3 3: Not heard 43 4.7 8: No response 5 .5 Total 929 100.0 d: Mukhyamantri Yuvanestham N (%) 1: Benefited 69 7.4 2: Not benefited 788 84.9 3: Not heard 68 7.3 8: No response 4 .4 Total 929 100.0 e: Anna Canteen N (%) 1: Benefited 206 22.2 2: Not benefited,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,125,11,gender;age;caste;electorate,age;all india;india;men;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings f: JD(U) N (%) 1: A lot 493 41.0 2: Somewhat 332 27.7 3: Very little 142 11.8 4: Don’t like at all 145 12.0 7: Can't say 65 5.4 8: No response 25 2.0 Total 1201 100.0 BHQ4: How effective has been the Bihar government’s liquor prohibition policy – very effective, somewhat effective, not much effective or not at all effective? N (%) 1: Very effective 512 4",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,199,11,gender;age;caste;electorate,age;all india;india;men;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings 8: No response 75 18.4 Total 409 100.0 e: NPP N (%) 1: A lot 14 3.4 2: Somewhat 102 24.9 3: Very little 95 23.3 4: Don’t like at all 56 13.6 7: Can't say 100 24.5 8: No response 42 10.3 Total 409 100.0 MNQ4: Are you aware of the Citizenship Amendment Bill that was introduced in Parliament by the government recently? N (%) 1: Aware 310 75.9 2: Unaware 99 ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,257,11,gender;age;caste;electorate,age;all india;india;men;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings 8: No response 67 2.5 Total 2705 100.0 a: (If Very or somewhat serious) Who would you hold responsible for this problem? N (%) Valid (%) Valid 1: Farmers/cattle owners 635 23.5 26.2 2: Government 1333 49.3 54.9 3: Cow slaughter ban 137 5.1 5.7 4: Violence in the name of cow 79 2.9 3.3 5: Other answer 20 .7 .8 7: Can't say 148 5.5 6.1 8: No response 76 2.,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,278,11,gender;age;caste;electorate,age;all india;india;men;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 3: Very little 183 28.3 4: Don’t like at all 69 10.6 7: Can't say 15 2.3 8: No response 0 .1 Total 648 100.0 d: JVM N (%) 1: A lot 63 9.8 2: Somewhat 284 43.8 3: Very little 195 30.1 4: Don’t like at all 85 13.1 7: Can't say 19 2.9 8: No response 2 .4 Total 648 100.0 e: RJD N (%) 1: A lot 53 8.2 2: Somewhat 181 27.9 3: Very little 242 37.4 4: Don’t,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,22,11,gender;age;caste;issue_preference,age;development;men;others;st,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx N (%) 3: No development at all 1517 15.2 7: Can't say/Don't know 957 9.6 8: No response 330 3.3 Total 10010 100.0 Q15: Are you satisfied or dissatisfied with the performance of the ruling state government in the states? N (%) 1: Fully satisfied 2734 27.3 2: Somewhat satisfied 3627 36.2 3: Somewhat dissatisfied 1514 15.1 4: Fully dissatisfied 1631 16.3 8: No re,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,29,11,gender;age;caste;issue_preference,age;corruption;men;others;st,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx Q25: People have different opinions about Prime Minister Narendra Modi. Some say he is a clean and honest man who has tried his best to control corruption, others say he is himself corrupt, and some others say that he may be clean and honest but he has done nothing to control corruption. Which one of these do you agree with? N (%) 1: Clean and honest leader wh",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,35,11,age,age;bjp;congress;party,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx a: (If yes) Which party? N (%) Valid (%) Valid 001: Congress 297 3.0 19.1 002: BJP 575 5.7 37.0 003: BSP 40 .4 2.6 004: CPI-M 20 .2 1.3 006: NCP 2 .0 .1 007: AITC 45 .4 2.9 008: JD-U 1 .0 .1 010: RJD 32 .3 2.1 012: AAP 2 .0 .1 013: INLD 2 .0 .1 014: JMM 2 .0 .1 016: IUML 3 .0 .2 017: SP 146 1.5 9.4 018: Shiv Sena 20 .2 1.3 021: AIMIM 13 .1 .9 048: SDPI 2 .0 .1,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,46,11,gender;age;caste;class,age;class;men;st;upa,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx N (%) Valid (%) 70: Owner-cultivators 20 + Acres 12 .1 .2 71: Owner-cultivators 10-20 Acres 43 .4 .8 72: Owner-cultivators 5-10 Acres 118 1.2 2.1 73: Owner-cultivators 1-5 Acres 403 4.0 7.1 74: Owner-cultivators 0-1 Acre 191 1.9 3.4 75: Tenant-cultivators 5+ Acres 37 .4 .6 76: Tenant-cultivators 0-5 Acres 123 1.2 2.2 77: Plantation workers 14 .1 .3 78: Agricul,auto_extract
